id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,United Nations Secretariat,UN & Multilateral,UN & Multilateral,Global,"New York, USA",,High,Not Available,,2026-07-20,ICT Manager | Enterprise Architect | Digital Transformation | Programme Technology | Data & Analytics,,https://careers.un.org/
558,Egypt — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Egypt,Egypt,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Egypt+development+consulting+firms+careers+jobs
559,Saudi Arabia — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,GCC,Saudi Arabia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Saudi+Arabia+international+NGO+ICT+careers+jobs
560,Saudi Arabia — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,GCC,Saudi Arabia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Saudi+Arabia+digital+transformation+employers+careers+jobs
561,Saudi Arabia — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,GCC,Saudi Arabia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Saudi+Arabia+enterprise+architecture+companies+careers+jobs
562,Saudi Arabia — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,GCC,Saudi Arabia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Saudi+Arabia+health+technology+organisations+careers+jobs
563,Saudi Arabia — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,GCC,Saudi Arabia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Saudi+Arabia+development+consulting+firms+careers+jobs
564,United Arab Emirates — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,GCC,United Arab Emirates,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=United+Arab+Emirates+international+NGO+ICT+careers+jobs
565,United Arab Emirates — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,GCC,United Arab Emirates,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=United+Arab+Emirates+digital+transformation+employers+careers+jobs
566,United Arab Emirates — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,GCC,United Arab Emirates,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=United+Arab+Emirates+enterprise+architecture+companies+careers+jobs
567,United Arab Emirates — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,GCC,United Arab Emirates,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=United+Arab+Emirates+health+technology+organisations+careers+jobs
568,United Arab Emirates — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,GCC,United Arab Emirates,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=United+Arab+Emirates+development+consulting+firms+careers+jobs
569,Qatar — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,GCC,Qatar,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Qatar+international+NGO+ICT+careers+jobs
570,Qatar — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,GCC,Qatar,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Qatar+digital+transformation+employers+careers+jobs
571,Qatar — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,GCC,Qatar,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Qatar+enterprise+architecture+companies+careers+jobs
572,Qatar — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,GCC,Qatar,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Qatar+health+technology+organisations+careers+jobs
573,Qatar — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,GCC,Qatar,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Qatar+development+consulting+firms+careers+jobs
574,Kuwait — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,GCC,Kuwait,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kuwait+international+NGO+ICT+careers+jobs
575,Kuwait — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,GCC,Kuwait,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kuwait+digital+transformation+employers+careers+jobs
576,Kuwait — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,GCC,Kuwait,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kuwait+enterprise+architecture+companies+careers+jobs
577,Kuwait — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,GCC,Kuwait,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kuwait+health+technology+organisations+careers+jobs
578,Kuwait — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,GCC,Kuwait,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kuwait+development+consulting+firms+careers+jobs
579,Oman — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,GCC,Oman,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Oman+international+NGO+ICT+careers+jobs
580,Oman — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,GCC,Oman,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Oman+digital+transformation+employers+careers+jobs
581,Oman — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,GCC,Oman,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Oman+enterprise+architecture+companies+careers+jobs
582,Oman — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,GCC,Oman,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Oman+health+technology+organisations+careers+jobs
583,Oman — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,GCC,Oman,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Oman+development+consulting+firms+careers+jobs
584,Bahrain — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,GCC,Bahrain,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Bahrain+international+NGO+ICT+careers+jobs
585,Bahrain — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,GCC,Bahrain,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Bahrain+digital+transformation+employers+careers+jobs
586,Bahrain — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,GCC,Bahrain,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Bahrain+enterprise+architecture+companies+careers+jobs
587,Bahrain — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,GCC,Bahrain,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Bahrain+health+technology+organisations+careers+jobs
588,Bahrain — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,GCC,Bahrain,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Bahrain+development+consulting+firms+careers+jobs
589,Jordan — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Arab Region,Jordan,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Jordan+international+NGO+ICT+careers+jobs
590,Jordan — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Arab Region,Jordan,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Jordan+digital+transformation+employers+careers+jobs
591,Jordan — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Arab Region,Jordan,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Jordan+enterprise+architecture+companies+careers+jobs
592,Jordan — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Arab Region,Jordan,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Jordan+health+technology+organisations+careers+jobs
593,Jordan — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Arab Region,Jordan,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Jordan+development+consulting+firms+careers+jobs
594,Lebanon — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Arab Region,Lebanon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Lebanon+international+NGO+ICT+careers+jobs
595,Lebanon — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Arab Region,Lebanon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Lebanon+digital+transformation+employers+careers+jobs
596,Lebanon — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Arab Region,Lebanon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Lebanon+enterprise+architecture+companies+careers+jobs
597,Lebanon — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Arab Region,Lebanon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Lebanon+health+technology+organisations+careers+jobs
598,Lebanon — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Arab Region,Lebanon,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Lebanon+development+consulting+firms+careers+jobs
599,Morocco — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Morocco,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Morocco+international+NGO+ICT+careers+jobs
600,Morocco — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Morocco,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Morocco+digital+transformation+employers+careers+jobs
601,Morocco — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Morocco,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Morocco+enterprise+architecture+companies+careers+jobs
602,Morocco — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Morocco,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Morocco+health+technology+organisations+careers+jobs
603,Morocco — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Morocco,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Morocco+development+consulting+firms+careers+jobs
604,Algeria — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Algeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Algeria+international+NGO+ICT+careers+jobs
605,Algeria — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Algeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Algeria+digital+transformation+employers+careers+jobs
606,Algeria — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Algeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Algeria+enterprise+architecture+companies+careers+jobs
607,Algeria — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Algeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Algeria+health+technology+organisations+careers+jobs
608,Algeria — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Algeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Algeria+development+consulting+firms+careers+jobs
609,Tunisia — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Tunisia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tunisia+international+NGO+ICT+careers+jobs
610,Tunisia — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Tunisia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tunisia+digital+transformation+employers+careers+jobs
611,Tunisia — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Tunisia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tunisia+enterprise+architecture+companies+careers+jobs
612,Tunisia — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Tunisia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tunisia+health+technology+organisations+careers+jobs
613,Tunisia — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Tunisia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tunisia+development+consulting+firms+careers+jobs
614,Kenya — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Kenya,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kenya+international+NGO+ICT+careers+jobs
615,Kenya — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Kenya,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kenya+digital+transformation+employers+careers+jobs
616,Kenya — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Kenya,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kenya+enterprise+architecture+companies+careers+jobs
617,Kenya — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Kenya,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kenya+health+technology+organisations+careers+jobs
618,Kenya — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Kenya,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Kenya+development+consulting+firms+careers+jobs
619,Nigeria — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Nigeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Nigeria+international+NGO+ICT+careers+jobs
620,Nigeria — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Nigeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Nigeria+digital+transformation+employers+careers+jobs
621,Nigeria — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Nigeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Nigeria+enterprise+architecture+companies+careers+jobs
622,Nigeria — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Nigeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Nigeria+health+technology+organisations+careers+jobs
623,Nigeria — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Nigeria,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Nigeria+development+consulting+firms+careers+jobs
624,Ghana — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Ghana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ghana+international+NGO+ICT+careers+jobs
625,Ghana — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Ghana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ghana+digital+transformation+employers+careers+jobs
626,Ghana — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Ghana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ghana+enterprise+architecture+companies+careers+jobs
627,Ghana — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Ghana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ghana+health+technology+organisations+careers+jobs
628,Ghana — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Ghana,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ghana+development+consulting+firms+careers+jobs
629,South Africa — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,South Africa,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=South+Africa+international+NGO+ICT+careers+jobs
630,South Africa — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,South Africa,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=South+Africa+digital+transformation+employers+careers+jobs
631,South Africa — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,South Africa,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=South+Africa+enterprise+architecture+companies+careers+jobs
632,South Africa — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,South Africa,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=South+Africa+health+technology+organisations+careers+jobs
633,South Africa — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,South Africa,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=South+Africa+development+consulting+firms+careers+jobs
634,Rwanda — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Rwanda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Rwanda+international+NGO+ICT+careers+jobs
635,Rwanda — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Rwanda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Rwanda+digital+transformation+employers+careers+jobs
636,Rwanda — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Rwanda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Rwanda+enterprise+architecture+companies+careers+jobs
637,Rwanda — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Rwanda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Rwanda+health+technology+organisations+careers+jobs
638,Rwanda — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Rwanda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Rwanda+development+consulting+firms+careers+jobs
639,Uganda — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Uganda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Uganda+international+NGO+ICT+careers+jobs
640,Uganda — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Uganda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Uganda+digital+transformation+employers+careers+jobs
641,Uganda — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Uganda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Uganda+enterprise+architecture+companies+careers+jobs
642,Uganda — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Uganda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Uganda+health+technology+organisations+careers+jobs
643,Uganda — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Uganda,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Uganda+development+consulting+firms+careers+jobs
644,Tanzania — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Tanzania,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tanzania+international+NGO+ICT+careers+jobs
645,Tanzania — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Tanzania,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tanzania+digital+transformation+employers+careers+jobs
646,Tanzania — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Tanzania,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tanzania+enterprise+architecture+companies+careers+jobs
647,Tanzania — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Tanzania,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tanzania+health+technology+organisations+careers+jobs
648,Tanzania — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Tanzania,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Tanzania+development+consulting+firms+careers+jobs
649,Ethiopia — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Ethiopia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ethiopia+international+NGO+ICT+careers+jobs
650,Ethiopia — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Ethiopia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ethiopia+digital+transformation+employers+careers+jobs
651,Ethiopia — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Ethiopia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ethiopia+enterprise+architecture+companies+careers+jobs
652,Ethiopia — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Ethiopia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ethiopia+health+technology+organisations+careers+jobs
653,Ethiopia — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Ethiopia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Ethiopia+development+consulting+firms+careers+jobs
654,Senegal — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Africa,Senegal,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Senegal+international+NGO+ICT+careers+jobs
655,Senegal — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Africa,Senegal,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Senegal+digital+transformation+employers+careers+jobs
656,Senegal — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Africa,Senegal,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Senegal+enterprise+architecture+companies+careers+jobs
657,Senegal — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Africa,Senegal,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Senegal+health+technology+organisations+careers+jobs
658,Senegal — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Africa,Senegal,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Senegal+development+consulting+firms+careers+jobs
659,Côte d’Ivoire — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Other,Côte d’Ivoire,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+international+NGO+ICT+careers+jobs
660,Côte d’Ivoire — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Other,Côte d’Ivoire,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+digital+transformation+employers+careers+jobs
661,Côte d’Ivoire — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Other,Côte d’Ivoire,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+enterprise+architecture+companies+careers+jobs
662,Côte d’Ivoire — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Other,Côte d’Ivoire,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+health+technology+organisations+careers+jobs
663,Côte d’Ivoire — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Other,Côte d’Ivoire,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+development+consulting+firms+careers+jobs
664,Zambia — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Other,Zambia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zambia+international+NGO+ICT+careers+jobs
665,Zambia — Digital Transformation Employers Search,Live organisation discovery,Live Organisation Search,Other,Zambia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zambia+digital+transformation+employers+careers+jobs
666,Zambia — Enterprise Architecture Companies Search,Live organisation discovery,Live Organisation Search,Other,Zambia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zambia+enterprise+architecture+companies+careers+jobs
667,Zambia — Health Technology Organisations Search,Live organisation discovery,Live Organisation Search,Other,Zambia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zambia+health+technology+organisations+careers+jobs
668,Zambia — Development Consulting Firms Search,Live organisation discovery,Live Organisation Search,Other,Zambia,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zambia+development+consulting+firms+careers+jobs
669,Zimbabwe — International Ngo Ict Search,Live organisation discovery,Live Organisation Search,Other,Zimbabwe,,Medium,Available,,2026-07-20,"Live search link, sorted toward current opportunities and organisations.",,https://www.google.com/search?q=Zimbabwe+international+NGO+ICT+careers+jobs
