id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
1,Pfizer,Global Pharmaceuticals,Global Pharmaceuticals,Global,"New York, USA",,Medium,Not Available,,2026-07-20,Enterprise Architecture | Digital Transformation | ERP & Manufacturing Systems | Data & Analytics | IT Governance,,https://www.pfizer.com/about/careers
496,Acibadem Healthcare Group,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Acibadem+Healthcare+Group%22+careers+digital+health+IT+data+jobs
497,Apollo Hospitals,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Apollo+Hospitals%22+careers+digital+health+IT+data+jobs
498,Fortis Healthcare,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Fortis+Healthcare%22+careers+digital+health+IT+data+jobs
499,Manipal Hospitals,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Manipal+Hospitals%22+careers+digital+health+IT+data+jobs
500,Narayana Health,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Narayana+Health%22+careers+digital+health+IT+data+jobs
501,Mediclinic Parkview Hospital,Health-sector employer search,Hospitals & Providers,Global,Multiple,,High,Monitoring,,2026-07-20,"Search digital health, enterprise systems, data, architecture and transformation roles.",,https://www.google.com/search?q=%22Mediclinic+Parkview+Hospital%22+careers+digital+health+IT+data+jobs
502,Egypt — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Egypt,Egypt,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Egypt+digital+health+companies
503,Egypt — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Egypt,Egypt,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Egypt+hospital+IT+jobs
504,Egypt — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Egypt,Egypt,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Egypt+pharmaceutical+technology+jobs
505,Egypt — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Egypt,Egypt,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Egypt+medical+device+careers
506,Egypt — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Egypt,Egypt,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Egypt+health+informatics+employers
507,Saudi Arabia — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,GCC,Saudi Arabia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Saudi+Arabia+digital+health+companies
508,Saudi Arabia — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Saudi Arabia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Saudi+Arabia+hospital+IT+jobs
509,Saudi Arabia — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Saudi Arabia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Saudi+Arabia+pharmaceutical+technology+jobs
510,Saudi Arabia — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,GCC,Saudi Arabia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Saudi+Arabia+medical+device+careers
511,Saudi Arabia — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,GCC,Saudi Arabia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Saudi+Arabia+health+informatics+employers
512,United Arab Emirates — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,GCC,United Arab Emirates,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=United+Arab+Emirates+digital+health+companies
513,United Arab Emirates — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,United Arab Emirates,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=United+Arab+Emirates+hospital+IT+jobs
514,United Arab Emirates — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,United Arab Emirates,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=United+Arab+Emirates+pharmaceutical+technology+jobs
515,United Arab Emirates — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,GCC,United Arab Emirates,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=United+Arab+Emirates+medical+device+careers
516,United Arab Emirates — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,GCC,United Arab Emirates,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=United+Arab+Emirates+health+informatics+employers
517,Qatar — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,GCC,Qatar,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Qatar+digital+health+companies
518,Qatar — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Qatar,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Qatar+hospital+IT+jobs
519,Qatar — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Qatar,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Qatar+pharmaceutical+technology+jobs
520,Qatar — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,GCC,Qatar,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Qatar+medical+device+careers
521,Qatar — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,GCC,Qatar,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Qatar+health+informatics+employers
522,Kuwait — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,GCC,Kuwait,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kuwait+digital+health+companies
523,Kuwait — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Kuwait,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kuwait+hospital+IT+jobs
524,Kuwait — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Kuwait,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kuwait+pharmaceutical+technology+jobs
525,Kuwait — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,GCC,Kuwait,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kuwait+medical+device+careers
526,Kuwait — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,GCC,Kuwait,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kuwait+health+informatics+employers
527,Oman — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,GCC,Oman,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Oman+digital+health+companies
528,Oman — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Oman,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Oman+hospital+IT+jobs
529,Oman — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Oman,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Oman+pharmaceutical+technology+jobs
530,Oman — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,GCC,Oman,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Oman+medical+device+careers
531,Oman — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,GCC,Oman,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Oman+health+informatics+employers
532,Bahrain — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,GCC,Bahrain,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Bahrain+digital+health+companies
533,Bahrain — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Bahrain,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Bahrain+hospital+IT+jobs
534,Bahrain — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,GCC,Bahrain,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Bahrain+pharmaceutical+technology+jobs
535,Bahrain — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,GCC,Bahrain,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Bahrain+medical+device+careers
536,Bahrain — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,GCC,Bahrain,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Bahrain+health+informatics+employers
537,Jordan — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Jordan,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Jordan+digital+health+companies
538,Jordan — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Jordan,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Jordan+hospital+IT+jobs
539,Jordan — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Jordan,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Jordan+pharmaceutical+technology+jobs
540,Jordan — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Jordan,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Jordan+medical+device+careers
541,Jordan — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Jordan,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Jordan+health+informatics+employers
542,Lebanon — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Lebanon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Lebanon+digital+health+companies
543,Lebanon — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Lebanon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Lebanon+hospital+IT+jobs
544,Lebanon — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Lebanon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Lebanon+pharmaceutical+technology+jobs
545,Lebanon — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Lebanon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Lebanon+medical+device+careers
546,Lebanon — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Arab Region,Lebanon,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Lebanon+health+informatics+employers
547,Morocco — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Morocco,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Morocco+digital+health+companies
548,Morocco — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Morocco,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Morocco+hospital+IT+jobs
549,Morocco — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Morocco,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Morocco+pharmaceutical+technology+jobs
550,Morocco — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Morocco,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Morocco+medical+device+careers
551,Morocco — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Morocco,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Morocco+health+informatics+employers
552,Algeria — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Algeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Algeria+digital+health+companies
553,Algeria — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Algeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Algeria+hospital+IT+jobs
554,Algeria — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Algeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Algeria+pharmaceutical+technology+jobs
555,Algeria — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Algeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Algeria+medical+device+careers
556,Algeria — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Algeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Algeria+health+informatics+employers
557,Tunisia — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Tunisia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tunisia+digital+health+companies
558,Tunisia — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Tunisia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tunisia+hospital+IT+jobs
559,Tunisia — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Tunisia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tunisia+pharmaceutical+technology+jobs
560,Tunisia — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Tunisia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tunisia+medical+device+careers
561,Tunisia — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Tunisia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tunisia+health+informatics+employers
562,Kenya — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Kenya,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kenya+digital+health+companies
563,Kenya — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Kenya,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kenya+hospital+IT+jobs
564,Kenya — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Kenya,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kenya+pharmaceutical+technology+jobs
565,Kenya — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Kenya,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kenya+medical+device+careers
566,Kenya — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Kenya,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Kenya+health+informatics+employers
567,Nigeria — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Nigeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Nigeria+digital+health+companies
568,Nigeria — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Nigeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Nigeria+hospital+IT+jobs
569,Nigeria — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Nigeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Nigeria+pharmaceutical+technology+jobs
570,Nigeria — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Nigeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Nigeria+medical+device+careers
571,Nigeria — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Nigeria,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Nigeria+health+informatics+employers
572,Ghana — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Ghana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ghana+digital+health+companies
573,Ghana — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Ghana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ghana+hospital+IT+jobs
574,Ghana — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Ghana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ghana+pharmaceutical+technology+jobs
575,Ghana — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Ghana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ghana+medical+device+careers
576,Ghana — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Ghana,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ghana+health+informatics+employers
577,South Africa — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,South Africa,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=South+Africa+digital+health+companies
578,South Africa — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,South Africa,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=South+Africa+hospital+IT+jobs
579,South Africa — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,South Africa,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=South+Africa+pharmaceutical+technology+jobs
580,South Africa — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,South Africa,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=South+Africa+medical+device+careers
581,South Africa — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,South Africa,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=South+Africa+health+informatics+employers
582,Rwanda — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Rwanda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Rwanda+digital+health+companies
583,Rwanda — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Rwanda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Rwanda+hospital+IT+jobs
584,Rwanda — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Rwanda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Rwanda+pharmaceutical+technology+jobs
585,Rwanda — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Rwanda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Rwanda+medical+device+careers
586,Rwanda — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Rwanda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Rwanda+health+informatics+employers
587,Uganda — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Uganda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Uganda+digital+health+companies
588,Uganda — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Uganda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Uganda+hospital+IT+jobs
589,Uganda — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Uganda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Uganda+pharmaceutical+technology+jobs
590,Uganda — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Uganda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Uganda+medical+device+careers
591,Uganda — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Uganda,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Uganda+health+informatics+employers
592,Tanzania — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Tanzania,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tanzania+digital+health+companies
593,Tanzania — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Tanzania,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tanzania+hospital+IT+jobs
594,Tanzania — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Tanzania,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tanzania+pharmaceutical+technology+jobs
595,Tanzania — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Tanzania,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tanzania+medical+device+careers
596,Tanzania — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Tanzania,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Tanzania+health+informatics+employers
597,Ethiopia — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Ethiopia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ethiopia+digital+health+companies
598,Ethiopia — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Ethiopia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ethiopia+hospital+IT+jobs
599,Ethiopia — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Ethiopia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ethiopia+pharmaceutical+technology+jobs
600,Ethiopia — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Ethiopia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ethiopia+medical+device+careers
601,Ethiopia — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Ethiopia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Ethiopia+health+informatics+employers
602,Senegal — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Africa,Senegal,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Senegal+digital+health+companies
603,Senegal — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Senegal,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Senegal+hospital+IT+jobs
604,Senegal — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Africa,Senegal,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Senegal+pharmaceutical+technology+jobs
605,Senegal — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Africa,Senegal,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Senegal+medical+device+careers
606,Senegal — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Africa,Senegal,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Senegal+health+informatics+employers
607,Côte d’Ivoire — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Other,Côte d’Ivoire,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+digital+health+companies
608,Côte d’Ivoire — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Côte d’Ivoire,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+hospital+IT+jobs
609,Côte d’Ivoire — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Côte d’Ivoire,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+pharmaceutical+technology+jobs
610,Côte d’Ivoire — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Other,Côte d’Ivoire,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+medical+device+careers
611,Côte d’Ivoire — Health Informatics Employers Search,Live health employer discovery,Live Medical Employer Search,Other,Côte d’Ivoire,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=C%C3%B4te+d%E2%80%99Ivoire+health+informatics+employers
612,Zambia — Digital Health Companies Search,Live health employer discovery,Live Medical Employer Search,Other,Zambia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zambia+digital+health+companies
613,Zambia — Hospital It Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Zambia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zambia+hospital+IT+jobs
614,Zambia — Pharmaceutical Technology Jobs Search,Live health employer discovery,Live Medical Employer Search,Other,Zambia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zambia+pharmaceutical+technology+jobs
615,Zambia — Medical Device Careers Search,Live health employer discovery,Live Medical Employer Search,Other,Zambia,,High,Available,,2026-07-20,Live search across employers and healthcare technology opportunities.,,https://www.google.com/search?q=Zambia+medical+device+careers
