id,title,organization,role_family,country,location,availability_status,published_date,last_checked,record_type,source_quality,match_score,url,notes
job-01328,IT Portfolio Manager — LinkedIn Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://www.linkedin.com/jobs/search/?keywords=IT+Portfolio+Manager&sortBy=DD&location=Middle+East+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01329,IT Portfolio Manager — RemoteOK Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-it-portfolio-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01330,IT Portfolio Manager — RemoteOK Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-it-portfolio-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01331,IT Portfolio Manager — RemoteOK Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-it-portfolio-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01332,IT Portfolio Manager — RemoteOK Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-it-portfolio-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01333,IT Portfolio Manager — Wellfound Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=IT+Portfolio+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01334,IT Portfolio Manager — Wellfound Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=IT+Portfolio+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01335,IT Portfolio Manager — Wellfound Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=IT+Portfolio+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01336,IT Portfolio Manager — Wellfound Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=IT+Portfolio+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01337,IT Portfolio Manager — WeWorkRemotely Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=IT+Portfolio+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01338,IT Portfolio Manager — WeWorkRemotely Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=IT+Portfolio+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01339,IT Portfolio Manager — WeWorkRemotely Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=IT+Portfolio+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01340,IT Portfolio Manager — WeWorkRemotely Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=IT+Portfolio+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01341,Partner Integrations Specialist,JUMO,Integration & Enterprise Applications,South Africa,Remote-first,Expired,,2026-07-20,Platform-Indexed Vacancy,A,57,https://boards.greenhouse.io/jumo/jobs/7870659,Based in South Africa
job-01342,PMO Manager — LinkedIn Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://www.linkedin.com/jobs/search/?keywords=PMO+Manager&sortBy=DD&location=Worldwide+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01343,PMO Manager — LinkedIn Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://www.linkedin.com/jobs/search/?keywords=PMO+Manager&sortBy=DD&location=EMEA+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01344,PMO Manager — LinkedIn Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://www.linkedin.com/jobs/search/?keywords=PMO+Manager&sortBy=DD&location=Africa+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01345,PMO Manager — LinkedIn Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://www.linkedin.com/jobs/search/?keywords=PMO+Manager&sortBy=DD&location=Middle+East+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01346,PMO Manager — RemoteOK Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-pmo-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01347,PMO Manager — RemoteOK Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-pmo-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01348,PMO Manager — RemoteOK Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-pmo-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01349,PMO Manager — RemoteOK Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-pmo-manager-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01350,PMO Manager — Wellfound Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=PMO+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01351,PMO Manager — Wellfound Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=PMO+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01352,PMO Manager — Wellfound Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=PMO+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01353,PMO Manager — Wellfound Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=PMO+Manager&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01354,PMO Manager — WeWorkRemotely Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=PMO+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01355,PMO Manager — WeWorkRemotely Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=PMO+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01356,PMO Manager — WeWorkRemotely Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=PMO+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01357,PMO Manager — WeWorkRemotely Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=PMO+Manager,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01358,"Regional Partner, Africa - Digital Transformation",Accion,Digital Transformation,Kenya,Nairobi,Possibly Available,2026-07-06,2026-07-20,Platform-Indexed Vacancy,B,57,https://ke.linkedin.com/jobs/it-director-jobs,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-01359,Senior IT Projects Associate,Inkomoko,Digital Transformation & Strategy,Kenya,Nairobi,Expired,,2026-07-20,Platform-Indexed Vacancy,A,57,https://jobs.workable.com/view/b8V5Zc6Hs8H4uTU7FiK2HP/it-project-senior-associate-in-nairobi-at-inkomoko,
job-01360,ServiceNow Architect — LinkedIn Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://www.linkedin.com/jobs/search/?keywords=ServiceNow+Architect&sortBy=DD&location=Worldwide+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01361,ServiceNow Architect — LinkedIn Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://www.linkedin.com/jobs/search/?keywords=ServiceNow+Architect&sortBy=DD&location=EMEA+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01362,ServiceNow Architect — LinkedIn Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://www.linkedin.com/jobs/search/?keywords=ServiceNow+Architect&sortBy=DD&location=Africa+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01363,ServiceNow Architect — LinkedIn Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://www.linkedin.com/jobs/search/?keywords=ServiceNow+Architect&sortBy=DD&location=Middle+East+Remote,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01364,ServiceNow Architect — RemoteOK Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-servicenow-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01365,ServiceNow Architect — RemoteOK Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-servicenow-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01366,ServiceNow Architect — RemoteOK Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-servicenow-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01367,ServiceNow Architect — RemoteOK Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://remoteok.com/remote-servicenow-architect-jobs,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01368,ServiceNow Architect — Wellfound Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=ServiceNow+Architect&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01369,ServiceNow Architect — Wellfound Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=ServiceNow+Architect&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01370,ServiceNow Architect — Wellfound Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=ServiceNow+Architect&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01371,ServiceNow Architect — Wellfound Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://wellfound.com/jobs?q=ServiceNow+Architect&remote=True,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01372,ServiceNow Architect — WeWorkRemotely Live Search,Worldwide Remote,Live Job Search,Worldwide Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=ServiceNow+Architect,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01373,ServiceNow Architect — WeWorkRemotely Live Search,EMEA Remote,Live Job Search,EMEA Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=ServiceNow+Architect,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01374,ServiceNow Architect — WeWorkRemotely Live Search,Africa Remote,Live Job Search,Africa Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=ServiceNow+Architect,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01375,ServiceNow Architect — WeWorkRemotely Live Search,Middle East Remote,Live Job Search,Middle East Remote,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,57,https://weworkremotely.com/remote-jobs/search?term=ServiceNow+Architect,"Global remote live-search pack. This is a live search link, not one fixed vacancy."
job-01376,Software Architect - AI Trainer,10x Team,Other Technology Role,European Union / United Kingdom,Remote freelance,Expired,,2026-07-20,Platform-Indexed Vacancy,B,57,https://jobs.ashbyhq.com/10xteam/cf3c449d-0a87-46f8-b0a8-c274a01fe7d4,Candidates based in the EU or UK; 8–20 hours/week
job-01377,Technical Account Manager - EMEA North,Camunda,Business Analysis & Process Improvement,EMEA North,Remote-first,Expired,,2026-07-20,Platform-Indexed Vacancy,B,57,https://jobs.ashbyhq.com/camunda/155e2fbf-e2f8-45be-b086-a3373e90c599,Confirm eligible EMEA hiring countries
job-01378,Technical Project Manager - Business Analysis & AI Delivery,Human Intelligence,"Program, Project & Delivery Management",Mexico / Verify,Remote,Expired,,2026-07-20,Platform-Indexed Vacancy,A,57,https://jobs.workable.com/view/8uSjcYnBX3rSEYMksw9y7z/remote-technical-project-manager-%7C-business-analysis-%26-ai-delivery-in-guadalajara-at-human-intelligence,Remote role linked to Guadalajara
job-01379,Ubuntu Engineering Manager,Jobgether client,IT Leadership & Management,Belgium,Remote,Expired,,2026-07-20,Platform-Indexed Vacancy,A,57,https://jobs.lever.co/jobgether?location=Belgium,Belgium-based remote role
job-01380,"Associate - Digital Strategy, Customer Innovation & Growth",Oliver Wyman,Digital Transformation & Strategy,Qatar,Doha,Expired,,2026-07-20,Platform-Indexed Vacancy,B,56,https://careers.marsh.com/global/en/job/R_352711/Oliver-Wyman-Associate-Digital-Strategy-Customer-Innovation-Growth-Doha,Consulting profile
job-01381,Business Transformation Manager — Google Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Kenya+Business+Transformation+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01382,Business Transformation Manager — Google Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Nigeria+Business+Transformation+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01383,Business Transformation Manager — Google Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Ghana+Business+Transformation+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01384,Business Transformation Manager — Google Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=South+Africa+Business+Transformation+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01385,Business Transformation Manager — Google Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Rwanda+Business+Transformation+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01386,Business Transformation Manager — Google Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Uganda+Business+Transformation+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01387,Business Transformation Manager — Google Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Tanzania+Business+Transformation+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01388,Business Transformation Manager — Google Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Ethiopia+Business+Transformation+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01389,Business Transformation Manager — LinkedIn Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Business+Transformation+Manager&sortBy=DD&location=Kenya,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01390,Business Transformation Manager — LinkedIn Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Business+Transformation+Manager&sortBy=DD&location=Nigeria,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01391,Business Transformation Manager — LinkedIn Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Business+Transformation+Manager&sortBy=DD&location=Ghana,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01392,Business Transformation Manager — LinkedIn Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Business+Transformation+Manager&sortBy=DD&location=South+Africa,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01393,Business Transformation Manager — LinkedIn Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Business+Transformation+Manager&sortBy=DD&location=Rwanda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01394,Business Transformation Manager — LinkedIn Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Business+Transformation+Manager&sortBy=DD&location=Uganda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01395,Business Transformation Manager — LinkedIn Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Business+Transformation+Manager&sortBy=DD&location=Tanzania,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01396,Business Transformation Manager — LinkedIn Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Business+Transformation+Manager&sortBy=DD&location=Ethiopia,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01397,Cybersecurity Manager — Google Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Kenya+Cybersecurity+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01398,Cybersecurity Manager — Google Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Nigeria+Cybersecurity+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01399,Cybersecurity Manager — Google Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Ghana+Cybersecurity+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01400,Cybersecurity Manager — Google Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=South+Africa+Cybersecurity+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01401,Cybersecurity Manager — Google Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Rwanda+Cybersecurity+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01402,Cybersecurity Manager — Google Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Uganda+Cybersecurity+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01403,Cybersecurity Manager — Google Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Tanzania+Cybersecurity+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01404,Cybersecurity Manager — Google Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Ethiopia+Cybersecurity+Manager+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01405,Cybersecurity Manager — LinkedIn Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Manager&sortBy=DD&location=Kenya,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01406,Cybersecurity Manager — LinkedIn Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Manager&sortBy=DD&location=Nigeria,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01407,Cybersecurity Manager — LinkedIn Live Search,Ghana,Live Job Search,Ghana,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Manager&sortBy=DD&location=Ghana,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01408,Cybersecurity Manager — LinkedIn Live Search,South Africa,Live Job Search,South Africa,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Manager&sortBy=DD&location=South+Africa,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01409,Cybersecurity Manager — LinkedIn Live Search,Rwanda,Live Job Search,Rwanda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Manager&sortBy=DD&location=Rwanda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01410,Cybersecurity Manager — LinkedIn Live Search,Uganda,Live Job Search,Uganda,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Manager&sortBy=DD&location=Uganda,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01411,Cybersecurity Manager — LinkedIn Live Search,Tanzania,Live Job Search,Tanzania,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Manager&sortBy=DD&location=Tanzania,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01412,Cybersecurity Manager — LinkedIn Live Search,Ethiopia,Live Job Search,Ethiopia,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/search/?keywords=Cybersecurity+Manager&sortBy=DD&location=Ethiopia,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01413,Digital Transformation & Businesses Analyst,Consulting As Company,Digital Transformation & Strategy,Oman,Muscat,Expired,2026-07-20,2026-07-20,Platform-Indexed Vacancy,B,56,https://om.linkedin.com/jobs/view/digital-transformation-businesses-analyst-at-consulting-as-company-3979860256,Verify eligibility
job-01414,Digital Transformation Advisor,HUED,Digital Transformation,Saudi Arabia,Riyadh,Possibly Available,2026-07-20,2026-07-20,Platform-Indexed Vacancy,B,56,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-01415,ERP Technical Support Specialist,dawatech,Enterprise Applications & Software,Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.linkedin.com/jobs/view/4438176823/,ERP support role
job-01416,Full Stack Software Engineer - AWS / Azure,SSC HR Solutions,Enterprise Applications & Software,Egypt,Cairo,Expired,,2026-07-20,Platform-Indexed Vacancy,A,56,https://jobs.workable.com/view/ximG7qN1jqwh2rsmvJteQF/hybrid-full-stack-software-engineer-%28python%2Ftypescript%2Fgo%29---aws%2Fazure-in-cairo-at-ssc-hr-solutions,
job-01417,Head of Engineering - Digital Experience,Watu Credit,IT Leadership,Kenya,Nairobi,Possibly Available,2026-07-18,2026-07-20,Platform-Indexed Vacancy,B,56,https://ke.linkedin.com/jobs/digital-transformation-jobs,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-01418,Head of Technology — Google Live Search,Kenya,Live Job Search,Kenya,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Kenya+Head+of+Technology+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
job-01419,Head of Technology — Google Live Search,Nigeria,Live Job Search,Nigeria,Live / varies,Possibly Available,,2026-07-20,Platform-Indexed Vacancy,B,56,https://www.google.com/search?q=Nigeria+Head+of+Technology+jobs+posted+this+week,"Africa live-search pack. This is a live search link, not one fixed vacancy."
