id,record_type,category,title,organization,subtitle,role_family,type,industry,region,country,location,availability_status,published_date,expiry_date,last_checked,posted_text,source,source_quality,source_quality_label,verification_level,match_score,fit,priority_tier,url,notes
project-00228,Project / Tender,project,IOM Procurement — Software Development Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,53,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00229,Project / Tender,project,IOM Procurement — Enterprise Architecture Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,68,Medium,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00230,Project / Tender,project,IOM Procurement — Data Governance Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,60,Medium,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00231,Project / Tender,project,IOM Procurement — Digital Health Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,59,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00232,Project / Tender,project,IOM Procurement — Health Information Systems Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,55,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00233,Project / Tender,project,IOM Procurement — Cloud Migration Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,55,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00234,Project / Tender,project,IOM Procurement — Cybersecurity Consulting Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,53,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00235,Project / Tender,project,IOM Procurement — Ai Strategy Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,53,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00236,Project / Tender,project,IOM Procurement — Erp Implementation Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,55,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00237,Project / Tender,project,IOM Procurement — Systems Integration Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,55,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00238,Project / Tender,project,IOM Procurement — Project Management Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,53,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00239,Project / Tender,project,IOM Procurement — Technical Assistance Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,53,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00240,Project / Tender,project,IOM Procurement — Business Process Reengineering Search,IOM procurement,IOM procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,IOM Procurement,A,Official / primary source,Official,53,Low,,https://www.iom.int/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00241,Project / Tender,project,ILO Procurement — Ict Consulting Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,53,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00242,Project / Tender,project,ILO Procurement — Digital Transformation Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,57,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00243,Project / Tender,project,ILO Procurement — Software Development Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,53,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00244,Project / Tender,project,ILO Procurement — Enterprise Architecture Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,68,Medium,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00245,Project / Tender,project,ILO Procurement — Data Governance Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,60,Medium,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00246,Project / Tender,project,ILO Procurement — Digital Health Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,59,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00247,Project / Tender,project,ILO Procurement — Health Information Systems Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,55,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00248,Project / Tender,project,ILO Procurement — Cloud Migration Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,55,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00249,Project / Tender,project,ILO Procurement — Cybersecurity Consulting Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,53,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00250,Project / Tender,project,ILO Procurement — Ai Strategy Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,53,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00251,Project / Tender,project,ILO Procurement — Erp Implementation Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,55,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00252,Project / Tender,project,ILO Procurement — Systems Integration Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,55,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00253,Project / Tender,project,ILO Procurement — Project Management Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,53,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00254,Project / Tender,project,ILO Procurement — Technical Assistance Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,53,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00255,Project / Tender,project,ILO Procurement — Business Process Reengineering Search,ILO procurement,ILO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,ILO Procurement,A,Official / primary source,Official,53,Low,,https://www.ilo.org/about-ilo/procurement,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00256,Project / Tender,project,FAO Procurement — Ict Consulting Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,53,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00257,Project / Tender,project,FAO Procurement — Digital Transformation Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,57,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00258,Project / Tender,project,FAO Procurement — Software Development Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,53,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00259,Project / Tender,project,FAO Procurement — Enterprise Architecture Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,68,Medium,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00260,Project / Tender,project,FAO Procurement — Data Governance Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,60,Medium,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00261,Project / Tender,project,FAO Procurement — Digital Health Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,59,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00262,Project / Tender,project,FAO Procurement — Health Information Systems Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,55,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00263,Project / Tender,project,FAO Procurement — Cloud Migration Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,55,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00264,Project / Tender,project,FAO Procurement — Cybersecurity Consulting Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,53,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00265,Project / Tender,project,FAO Procurement — Ai Strategy Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,53,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00266,Project / Tender,project,FAO Procurement — Erp Implementation Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,55,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00267,Project / Tender,project,FAO Procurement — Systems Integration Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,55,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00268,Project / Tender,project,FAO Procurement — Project Management Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,53,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00269,Project / Tender,project,FAO Procurement — Technical Assistance Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,53,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00270,Project / Tender,project,FAO Procurement — Business Process Reengineering Search,FAO procurement,FAO procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FAO Procurement,A,Official / primary source,Official,53,Low,,https://www.fao.org/unfao/procurement/general-information/en/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00271,Project / Tender,project,GIZ Tenders — Ict Consulting Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,52,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00272,Project / Tender,project,GIZ Tenders — Digital Transformation Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,55,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00273,Project / Tender,project,GIZ Tenders — Software Development Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,52,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00274,Project / Tender,project,GIZ Tenders — Enterprise Architecture Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,66,Medium,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00275,Project / Tender,project,GIZ Tenders — Data Governance Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,59,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00276,Project / Tender,project,GIZ Tenders — Digital Health Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,57,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00277,Project / Tender,project,GIZ Tenders — Health Information Systems Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,53,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00278,Project / Tender,project,GIZ Tenders — Cloud Migration Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,53,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00279,Project / Tender,project,GIZ Tenders — Cybersecurity Consulting Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,52,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00280,Project / Tender,project,GIZ Tenders — Ai Strategy Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,52,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00281,Project / Tender,project,GIZ Tenders — Erp Implementation Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,53,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00282,Project / Tender,project,GIZ Tenders — Systems Integration Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,53,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00283,Project / Tender,project,GIZ Tenders — Project Management Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,52,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00284,Project / Tender,project,GIZ Tenders — Technical Assistance Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,52,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00285,Project / Tender,project,GIZ Tenders — Business Process Reengineering Search,GIZ tenders,GIZ tenders,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,GIZ Tenders,A,Official / primary source,Official,52,Low,,https://ausschreibungen.giz.de/Satellite/company/welcome.do,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00286,Project / Tender,project,KfW Procurement — Ict Consulting Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,53,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00287,Project / Tender,project,KfW Procurement — Digital Transformation Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,57,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00288,Project / Tender,project,KfW Procurement — Software Development Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,53,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00289,Project / Tender,project,KfW Procurement — Enterprise Architecture Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,68,Medium,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00290,Project / Tender,project,KfW Procurement — Data Governance Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,60,Medium,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00291,Project / Tender,project,KfW Procurement — Digital Health Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,59,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00292,Project / Tender,project,KfW Procurement — Health Information Systems Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,55,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00293,Project / Tender,project,KfW Procurement — Cloud Migration Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,55,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00294,Project / Tender,project,KfW Procurement — Cybersecurity Consulting Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,53,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00295,Project / Tender,project,KfW Procurement — Ai Strategy Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,53,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00296,Project / Tender,project,KfW Procurement — Erp Implementation Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,55,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00297,Project / Tender,project,KfW Procurement — Systems Integration Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,55,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00298,Project / Tender,project,KfW Procurement — Project Management Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,53,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00299,Project / Tender,project,KfW Procurement — Technical Assistance Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,53,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00300,Project / Tender,project,KfW Procurement — Business Process Reengineering Search,KfW procurement,KfW procurement,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,KfW Procurement,A,Official / primary source,Official,53,Low,,https://www.kfw-entwicklungsbank.de/International-financing/KfW-Development-Bank/Procurement/,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00301,Project / Tender,project,FCDO Procurement — Ict Consulting Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,53,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00302,Project / Tender,project,FCDO Procurement — Digital Transformation Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,57,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00303,Project / Tender,project,FCDO Procurement — Software Development Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,53,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00304,Project / Tender,project,FCDO Procurement — Enterprise Architecture Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,68,Medium,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00305,Project / Tender,project,FCDO Procurement — Data Governance Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,60,Medium,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
project-00306,Project / Tender,project,FCDO Procurement — Digital Health Search,UK development contracts,UK development contracts,Live Project Search,Live Project Search,,Global,Multiple,,Available,,,2026-07-20,Live portal search / monitor regularly,FCDO Procurement,A,Official / primary source,Official,59,Low,,https://www.contractsfinder.service.gov.uk/Search,Search the portal using the stated keyword; deadlines and eligibility change frequently.
