id,title,subtitle,type,region,country,location,fit,status,posted,checked,notes,source,url
316,SAM.gov — Ict Consulting Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
317,SAM.gov — Digital Transformation Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
318,SAM.gov — Software Development Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
319,SAM.gov — Enterprise Architecture Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
320,SAM.gov — Data Governance Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
321,SAM.gov — Digital Health Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
322,SAM.gov — Health Information Systems Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
323,SAM.gov — Cloud Migration Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
324,SAM.gov — Cybersecurity Consulting Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
325,SAM.gov — Ai Strategy Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
326,SAM.gov — Erp Implementation Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
327,SAM.gov — Systems Integration Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
328,SAM.gov — Project Management Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
329,SAM.gov — Technical Assistance Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
330,SAM.gov — Business Process Reengineering Search,US government contracts,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SAM.gov,https://sam.gov/content/opportunities
331,African Union Procurement — Ict Consulting Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
332,African Union Procurement — Digital Transformation Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
333,African Union Procurement — Software Development Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
334,African Union Procurement — Enterprise Architecture Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
335,African Union Procurement — Data Governance Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
336,African Union Procurement — Digital Health Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
337,African Union Procurement — Health Information Systems Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
338,African Union Procurement — Cloud Migration Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
339,African Union Procurement — Cybersecurity Consulting Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
340,African Union Procurement — Ai Strategy Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
341,African Union Procurement — Erp Implementation Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
342,African Union Procurement — Systems Integration Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
343,African Union Procurement — Project Management Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
344,African Union Procurement — Technical Assistance Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
345,African Union Procurement — Business Process Reengineering Search,African Union bids,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,African Union Procurement,https://au.int/en/bids
346,COMESA Procurement — Ict Consulting Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
347,COMESA Procurement — Digital Transformation Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
348,COMESA Procurement — Software Development Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
349,COMESA Procurement — Enterprise Architecture Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
350,COMESA Procurement — Data Governance Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
351,COMESA Procurement — Digital Health Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
352,COMESA Procurement — Health Information Systems Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
353,COMESA Procurement — Cloud Migration Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
354,COMESA Procurement — Cybersecurity Consulting Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
355,COMESA Procurement — Ai Strategy Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
356,COMESA Procurement — Erp Implementation Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
357,COMESA Procurement — Systems Integration Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
358,COMESA Procurement — Project Management Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
359,COMESA Procurement — Technical Assistance Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
360,COMESA Procurement — Business Process Reengineering Search,COMESA tenders,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,COMESA Procurement,https://www.comesa.int/category/tenders/
361,ECOWAS Procurement — Ict Consulting Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
362,ECOWAS Procurement — Digital Transformation Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
363,ECOWAS Procurement — Software Development Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
364,ECOWAS Procurement — Enterprise Architecture Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
365,ECOWAS Procurement — Data Governance Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
366,ECOWAS Procurement — Digital Health Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
367,ECOWAS Procurement — Health Information Systems Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
368,ECOWAS Procurement — Cloud Migration Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
369,ECOWAS Procurement — Cybersecurity Consulting Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
370,ECOWAS Procurement — Ai Strategy Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
371,ECOWAS Procurement — Erp Implementation Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
372,ECOWAS Procurement — Systems Integration Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
373,ECOWAS Procurement — Project Management Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
374,ECOWAS Procurement — Technical Assistance Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
375,ECOWAS Procurement — Business Process Reengineering Search,ECOWAS procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,ECOWAS Procurement,https://www.ecowas.int/doing-business-in-ecowas/procurement/
376,SADC Procurement — Ict Consulting Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
377,SADC Procurement — Digital Transformation Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
378,SADC Procurement — Software Development Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
379,SADC Procurement — Enterprise Architecture Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
380,SADC Procurement — Data Governance Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
381,SADC Procurement — Digital Health Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
382,SADC Procurement — Health Information Systems Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
383,SADC Procurement — Cloud Migration Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
384,SADC Procurement — Cybersecurity Consulting Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
385,SADC Procurement — Ai Strategy Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
386,SADC Procurement — Erp Implementation Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
387,SADC Procurement — Systems Integration Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
388,SADC Procurement — Project Management Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
389,SADC Procurement — Technical Assistance Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
390,SADC Procurement — Business Process Reengineering Search,SADC procurement,Live Project Search,Global,Multiple,,High,Available,Live portal search / monitor regularly,2026-07-20,Search the portal using the stated keyword; deadlines and eligibility change frequently.,SADC Procurement,https://www.sadc.int/procurement
